,route_id,direction_id,stop_id_x,stop_sequence_x,shape_dist_traveled_x,trip_headsign,route_type,stop_id_y,stop_sequence_y,shape_dist_traveled_y,distance,route_num
15997,64978,0,24349,16,7.5684,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,2648,17,8.0305,0.46,86B
16022,64978,0,24349,16,7.5684,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,2648,17,8.0305,0.46,86A
18984,64978,0,1015,16,5.512,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4009,17,5.8175,0.31,86C
15821,64978,0,2648,17,7.6829,EAST - 86C SCARBOROUGH towards SHEPPARD,3,8177,18,7.9101,0.23,86C
15930,64978,0,2648,17,8.0305,EAST - 86C SCARBOROUGH towards SHEPPARD,3,8177,18,8.2577,0.23,86C
15965,64978,0,2648,17,8.0305,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,8177,18,8.2577,0.23,86D
15998,64978,0,2648,17,8.0305,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,8177,18,8.2577,0.23,86B
16023,64978,0,2648,17,8.0305,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,8177,18,8.2577,0.23,86A
18985,64978,0,4009,17,5.8175,EAST - 86C SCARBOROUGH towards SHEPPARD,3,5864,18,5.9814,0.16,86C
15822,64978,0,8177,18,7.9101,EAST - 86C SCARBOROUGH towards SHEPPARD,3,6718,19,8.2749,0.36,86C
15931,64978,0,8177,18,8.2577,EAST - 86C SCARBOROUGH towards SHEPPARD,3,6718,19,8.6225,0.36,86C
15966,64978,0,8177,18,8.2577,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,7708,19,8.5379,0.28,86D
15999,64978,0,8177,18,8.2577,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,6718,19,8.6225,0.36,86B
16024,64978,0,8177,18,8.2577,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,6718,19,8.6225,0.36,86A
18986,64978,0,5864,18,5.9814,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4343,19,6.1193,0.14,86C
15828,64978,0,6718,19,8.2749,EAST - 86C SCARBOROUGH towards SHEPPARD,3,3104,20,8.5844,0.31,86C
15937,64978,0,6718,19,8.6225,EAST - 86C SCARBOROUGH towards SHEPPARD,3,3104,20,8.932,0.31,86C
15967,64978,0,7708,19,8.5379,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,7274,20,8.8409,0.3,86D
16000,64978,0,6718,19,8.6225,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,3104,20,8.932,0.31,86B
16032,64978,0,6718,19,8.6225,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,3104,20,8.932,0.31,86A
15829,64978,0,3104,20,8.5844,EAST - 86C SCARBOROUGH towards SHEPPARD,3,7635,21,8.8121,0.23,86C
15938,64978,0,3104,20,8.932,EAST - 86C SCARBOROUGH towards SHEPPARD,3,7635,21,9.1597,0.23,86C
15968,64978,0,7274,20,8.8409,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,3887,21,9.0607,0.22,86D
16001,64978,0,3104,20,8.932,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,7635,21,9.1597,0.23,86B
16033,64978,0,3104,20,8.932,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,7635,21,9.1597,0.23,86A
15830,64978,0,7635,21,8.8121,EAST - 86C SCARBOROUGH towards SHEPPARD,3,1412,22,9.2385,0.43,86C
15939,64978,0,7635,21,9.1597,EAST - 86C SCARBOROUGH towards SHEPPARD,3,1412,22,9.5861,0.43,86C
15969,64978,0,3887,21,9.0607,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,8275,22,9.4384,0.38,86D
16002,64978,0,7635,21,9.1597,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,1412,22,9.5861,0.43,86B
16034,64978,0,7635,21,9.1597,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,1412,22,9.5861,0.43,86A
15831,64978,0,1412,22,9.2385,EAST - 86C SCARBOROUGH towards SHEPPARD,3,5320,23,9.619,0.38,86C
15940,64978,0,1412,22,9.5861,EAST - 86C SCARBOROUGH towards SHEPPARD,3,5320,23,9.9666,0.38,86C
15970,64978,0,8275,22,9.4384,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,5194,23,9.7149,0.28,86D
16003,64978,0,1412,22,9.5861,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,5320,23,9.9666,0.38,86B
16035,64978,0,1412,22,9.5861,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,5320,23,9.9666,0.38,86A
15832,64978,0,5320,23,9.619,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4466,24,10.3183,0.7,86C
15941,64978,0,5320,23,9.9666,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4466,24,10.6659,0.7,86C
15971,64978,0,5194,23,9.7149,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,2448,24,9.8714,0.16,86D
16004,64978,0,5320,23,9.9666,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,4466,24,10.6659,0.7,86B
16036,64978,0,5320,23,9.9666,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,4466,24,10.6767,0.71,86A
15833,64978,0,4466,24,10.3183,EAST - 86C SCARBOROUGH towards SHEPPARD,3,3088,25,10.5764,0.26,86C
15942,64978,0,4466,24,10.6659,EAST - 86C SCARBOROUGH towards SHEPPARD,3,3088,25,10.924,0.26,86C
15972,64978,0,2448,24,9.8714,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,7603,25,10.0109,0.14,86D
16005,64978,0,4466,24,10.6659,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,3088,25,10.924,0.26,86B
16037,64978,0,4466,24,10.6767,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,3088,25,10.9348,0.26,86A
15834,64978,0,3088,25,10.5764,EAST - 86C SCARBOROUGH towards SHEPPARD,3,644,26,10.8624,0.29,86C
15943,64978,0,3088,25,10.924,EAST - 86C SCARBOROUGH towards SHEPPARD,3,644,26,11.21,0.29,86C
15973,64978,0,7603,25,10.0109,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,3661,26,10.2105,0.2,86D
16006,64978,0,3088,25,10.924,EAST - 86B SCARBOROUGH towards HIGHLAND CREEK,3,644,26,11.21,0.29,86B
16038,64978,0,3088,25,10.9348,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,644,26,11.2208,0.29,86A
15835,64978,0,644,26,10.8624,EAST - 86C SCARBOROUGH towards SHEPPARD,3,9713,27,11.1252,0.26,86C
15944,64978,0,644,26,11.21,EAST - 86C SCARBOROUGH towards SHEPPARD,3,9713,27,11.4728,0.26,86C
15974,64978,0,3661,26,10.2105,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,3816,27,10.6011,0.39,86D
16039,64978,0,644,26,11.2208,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,9713,27,11.4836,0.26,86A
15836,64978,0,9713,27,11.1252,EAST - 86C SCARBOROUGH towards SHEPPARD,3,10428,28,11.293,0.17,86C
15945,64978,0,9713,27,11.4728,EAST - 86C SCARBOROUGH towards SHEPPARD,3,10428,28,11.6406,0.17,86C
15975,64978,0,3816,27,10.6011,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,7699,28,10.7979,0.2,86D
16040,64978,0,9713,27,11.4836,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,10428,28,11.6514,0.17,86A
15837,64978,0,10428,28,11.293,EAST - 86C SCARBOROUGH towards SHEPPARD,3,6370,29,11.6532,0.36,86C
15946,64978,0,10428,28,11.6406,EAST - 86C SCARBOROUGH towards SHEPPARD,3,6370,29,12.0007,0.36,86C
15976,64978,0,7699,28,10.7979,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,2531,29,11.0616,0.26,86D
16041,64978,0,10428,28,11.6514,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,6370,29,12.0115,0.36,86A
15838,64978,0,6370,29,11.6532,EAST - 86C SCARBOROUGH towards SHEPPARD,3,6754,30,12.0101,0.36,86C
15947,64978,0,6370,29,12.0007,EAST - 86C SCARBOROUGH towards SHEPPARD,3,6754,30,12.3577,0.36,86C
15977,64978,0,2531,29,11.0616,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,10108,30,11.2742,0.21,86D
16042,64978,0,6370,29,12.0115,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,6754,30,12.3685,0.36,86A
15839,64978,0,6754,30,12.0101,EAST - 86C SCARBOROUGH towards SHEPPARD,3,7573,31,12.1543,0.14,86C
15948,64978,0,6754,30,12.3577,EAST - 86C SCARBOROUGH towards SHEPPARD,3,7573,31,12.5019,0.14,86C
15978,64978,0,10108,30,11.2742,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,4666,31,11.4503,0.18,86D
16043,64978,0,6754,30,12.3685,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,7573,31,12.5127,0.14,86A
15823,64978,0,7573,31,12.1543,EAST - 86C SCARBOROUGH towards SHEPPARD,3,2180,32,12.4168,0.26,86C
15932,64978,0,7573,31,12.5019,EAST - 86C SCARBOROUGH towards SHEPPARD,3,2180,32,12.7644,0.26,86C
15979,64978,0,4666,31,11.4503,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,3735,32,11.5857,0.14,86D
16026,64978,0,7573,31,12.5127,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,2180,32,12.7752,0.26,86A
15824,64978,0,2180,32,12.4168,EAST - 86C SCARBOROUGH towards SHEPPARD,3,1015,33,13.3857,0.97,86C
15933,64978,0,2180,32,12.7644,EAST - 86C SCARBOROUGH towards SHEPPARD,3,1015,33,13.7333,0.97,86C
15980,64978,0,3735,32,11.5857,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,9650,33,11.8818,0.3,86D
16027,64978,0,2180,32,12.7752,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,1015,33,13.7441,0.97,86A
15825,64978,0,1015,33,13.3857,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4009,34,13.6913,0.31,86C
15934,64978,0,1015,33,13.7333,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4009,34,14.0389,0.31,86C
15981,64978,0,9650,33,11.8818,EAST - 86D SCARBOROUGH towards BEECHGROVE via LAWRENCE,3,7283,34,12.2366,0.35,86D
16028,64978,0,1015,33,13.7441,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,4009,34,14.0496,0.31,86A
15826,64978,0,4009,34,13.6913,EAST - 86C SCARBOROUGH towards SHEPPARD,3,5864,35,13.8552,0.16,86C
15935,64978,0,4009,34,14.0389,EAST - 86C SCARBOROUGH towards SHEPPARD,3,5864,35,14.2028,0.16,86C
16029,64978,0,4009,34,14.0496,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,5864,35,14.2136,0.16,86A
15827,64978,0,5864,35,13.8552,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4343,36,13.993,0.14,86C
15936,64978,0,5864,35,14.2028,EAST - 86C SCARBOROUGH towards SHEPPARD,3,4343,36,14.3446,0.14,86C
16030,64978,0,5864,35,14.2136,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,6049,36,14.3225,0.11,86A
16025,64978,0,6049,36,14.3225,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,7038,37,15.4036,1.08,86A
16031,64978,0,7038,37,15.4036,EAST - 86A SCARBOROUGH towards TORONTO ZOO,3,465,38,16.1339,0.73,86A
16462,64978,1,4343,1,0.0,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,574,2,0.165,0.17,86
16502,64978,1,7283,1,0.1148,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3002,2,0.2459,0.13,86
16525,64978,1,644,1,0.0099,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7330,2,0.168,0.16,86
16558,64978,1,465,1,0.0492,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1676,2,0.5046,0.46,86
31459,64978,1,7283,1,0.1148,WEST - 86S SCARBOROUGH SHORT TURN towards LAWRENCE,3,3002,2,0.2459,0.13,86S
31687,64978,1,465,1,0.0492,WEST - 86 SCARBOROUGH SHORT TURN,3,1676,2,0.5046,0.46,86
16463,64978,1,574,2,0.165,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5746,3,0.3754,0.21,86
16503,64978,1,3002,2,0.2459,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7704,3,0.6024,0.36,86
16526,64978,1,7330,2,0.168,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8534,3,0.4033,0.24,86
16557,64978,1,1676,2,0.5046,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,574,3,1.7867,1.28,86
31460,64978,1,3002,2,0.2459,WEST - 86S SCARBOROUGH SHORT TURN towards LAWRENCE,3,7704,3,0.6024,0.36,86S
31686,64978,1,1676,2,0.5046,WEST - 86 SCARBOROUGH SHORT TURN,3,4343,3,1.7783,1.27,86
16464,64978,1,5746,3,0.3754,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4306,4,0.6683,0.29,86
16504,64978,1,7704,3,0.6024,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4386,4,0.7797,0.18,86
16527,64978,1,8534,3,0.4033,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,2011,4,0.9975,0.59,86
16551,64978,1,574,3,1.7867,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5746,4,1.9971,0.21,86
31461,64978,1,7704,3,0.6024,WEST - 86S SCARBOROUGH SHORT TURN towards LAWRENCE,3,4386,4,0.7797,0.18,86S
16465,64978,1,4306,4,0.6683,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5782,5,1.6385,0.97,86
16505,64978,1,4386,4,0.7797,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6553,5,1.1155,0.34,86
16528,64978,1,2011,4,0.9975,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7157,5,1.4164,0.42,86
16552,64978,1,5746,4,1.9971,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4306,5,2.29,0.29,86
31462,64978,1,4386,4,0.7797,WEST - 86S SCARBOROUGH SHORT TURN towards LAWRENCE,3,6553,5,1.1155,0.34,86S
16466,64978,1,5782,5,1.6385,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6652,6,1.9196,0.28,86
16506,64978,1,6553,5,1.1155,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6231,6,1.4394,0.32,86
16529,64978,1,7157,5,1.4164,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8047,6,1.8385,0.42,86
16553,64978,1,4306,5,2.29,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5782,6,3.2602,0.97,86
31463,64978,1,6553,5,1.1155,WEST - 86S SCARBOROUGH SHORT TURN towards LAWRENCE,3,6231,6,1.4862,0.37,86S
16467,64978,1,6652,6,1.9196,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8708,7,2.0423,0.12,86
16498,64978,1,6231,6,1.4394,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6940,7,1.6763,0.24,86
16530,64978,1,8047,6,1.8385,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,15034,7,2.0872,0.25,86
16554,64978,1,5782,6,3.2602,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6652,7,3.5413,0.28,86
16468,64978,1,8708,7,2.0423,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3596,8,2.485,0.44,86
16499,64978,1,6940,7,1.6763,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3406,8,1.9239,0.25,86
16531,64978,1,15034,7,2.0872,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7335,8,2.3066,0.22,86
16555,64978,1,6652,7,3.5413,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8708,8,3.664,0.12,86
16469,64978,1,3596,8,2.485,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5712,9,2.7609,0.28,86
16500,64978,1,3406,8,1.9239,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4235,9,2.188,0.26,86
16532,64978,1,7335,8,2.3066,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24352,9,2.8173,0.51,86
16556,64978,1,8708,8,3.664,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3596,9,4.1067,0.44,86
16470,64978,1,5712,9,2.7609,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5628,10,2.9563,0.2,86
16501,64978,1,4235,9,2.188,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24352,10,2.5771,0.39,86
16521,64978,1,24352,9,2.8173,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24351,10,3.0032,0.19,86
16559,64978,1,3596,9,4.1067,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5712,10,4.3826,0.28,86
16471,64978,1,5628,10,2.9563,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6039,11,3.1236,0.17,86
16494,64978,1,24352,10,2.5771,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24351,11,2.7629,0.19,86
16522,64978,1,24351,10,3.0032,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24350,11,3.5338,0.53,86
16560,64978,1,5712,10,4.3826,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,5628,11,4.578,0.2,86
16472,64978,1,6039,11,3.1236,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7330,12,3.3524,0.23,86
16495,64978,1,24351,11,2.7629,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24350,12,3.2936,0.53,86
16523,64978,1,24350,11,3.5338,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24348,12,4.2087,0.67,86
16561,64978,1,5628,11,4.578,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,6039,12,4.7453,0.17,86
16473,64978,1,7330,12,3.3524,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8534,13,3.5877,0.24,86
16496,64978,1,24350,12,3.2936,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24348,13,3.9685,0.67,86
16524,64978,1,24348,12,4.2087,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7581,13,5.1902,0.98,86
16562,64978,1,6039,12,4.7453,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7330,13,4.9741,0.23,86
16474,64978,1,8534,13,3.5877,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,2011,14,4.1819,0.59,86
16497,64978,1,24348,13,3.9685,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7581,14,4.95,0.98,86
16507,64978,1,7581,13,5.1902,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24346,14,5.6712,0.48,86
16563,64978,1,7330,13,4.9741,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8534,14,5.2094,0.24,86
16475,64978,1,2011,14,4.1819,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7157,15,4.6009,0.42,86
16480,64978,1,7581,14,4.95,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24346,15,5.431,0.48,86
16508,64978,1,24346,14,5.6712,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1281,15,6.0131,0.34,86
16564,64978,1,8534,14,5.2094,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,2011,15,5.8037,0.59,86
16476,64978,1,7157,15,4.6009,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8047,16,5.023,0.42,86
16481,64978,1,24346,15,5.431,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1281,16,5.7729,0.34,86
16509,64978,1,1281,15,6.0131,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8596,16,6.2711,0.26,86
16565,64978,1,2011,15,5.8037,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7157,16,6.2226,0.42,86
16477,64978,1,8047,16,5.023,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,15034,17,5.2716,0.25,86
16482,64978,1,1281,16,5.7729,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8596,17,6.0309,0.26,86
16510,64978,1,8596,16,6.2711,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,322,17,6.6193,0.35,86
16566,64978,1,7157,16,6.2226,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8047,17,6.6447,0.42,86
16478,64978,1,15034,17,5.2716,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7335,18,5.491,0.22,86
16483,64978,1,8596,17,6.0309,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,322,18,6.3791,0.35,86
16511,64978,1,322,17,6.6193,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1933,18,6.8139,0.19,86
16567,64978,1,8047,17,6.6447,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,15034,18,6.8934,0.25,86
16479,64978,1,7335,18,5.491,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24352,19,6.0017,0.51,86
16484,64978,1,322,18,6.3791,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1933,19,6.5737,0.19,86
16512,64978,1,1933,18,6.8139,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24343,19,7.1254,0.31,86
16568,64978,1,15034,18,6.8934,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7335,19,7.1128,0.22,86
16458,64978,1,24352,19,6.0017,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24351,20,6.1876,0.19,86
16485,64978,1,1933,19,6.5737,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24343,20,6.8852,0.31,86
16513,64978,1,24343,19,7.1254,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24342,20,7.7099,0.58,86
16569,64978,1,7335,19,7.1128,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24352,20,7.6234,0.51,86
16459,64978,1,24351,20,6.1876,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24350,21,6.7182,0.53,86
16486,64978,1,24343,20,6.8852,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24342,21,7.4697,0.58,86
16514,64978,1,24342,20,7.7099,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7941,21,7.9794,0.27,86
16547,64978,1,24352,20,7.6234,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24351,21,7.8093,0.19,86
16460,64978,1,24350,21,6.7182,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24348,22,7.3931,0.67,86
16487,64978,1,24342,21,7.4697,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7941,22,7.7392,0.27,86
16515,64978,1,7941,21,7.9794,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3042,22,8.1844,0.21,86
16548,64978,1,24351,21,7.8093,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24350,22,8.34,0.53,86
16461,64978,1,24348,22,7.3931,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7581,23,8.3747,0.98,86
16488,64978,1,7941,22,7.7392,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3042,23,7.9441,0.2,86
16516,64978,1,3042,22,8.1844,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8136,23,8.8144,0.63,86
16549,64978,1,24350,22,8.34,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24348,23,9.0148,0.67,86
16444,64978,1,7581,23,8.3747,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24346,24,8.8556,0.48,86
16489,64978,1,3042,23,7.9441,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8136,24,8.5742,0.63,86
16517,64978,1,8136,23,8.8144,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4194,24,9.4276,0.61,86
16550,64978,1,24348,23,9.0148,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7581,24,9.9964,0.98,86
16445,64978,1,24346,24,8.8556,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1281,25,9.1975,0.34,86
16490,64978,1,8136,24,8.5742,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4194,25,9.1873,0.61,86
16518,64978,1,4194,24,9.4276,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,15211,25,9.837,0.41,86
16533,64978,1,7581,24,9.9964,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24346,25,10.4773,0.48,86
16446,64978,1,1281,25,9.1975,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8596,26,9.4555,0.26,86
16491,64978,1,4194,25,9.1873,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,15211,26,9.5967,0.41,86
16519,64978,1,15211,25,9.837,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,9949,26,10.6132,0.78,86
16534,64978,1,24346,25,10.4773,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1281,26,10.8192,0.34,86
16447,64978,1,8596,26,9.4555,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,322,27,9.8038,0.35,86
16492,64978,1,15211,26,9.5967,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,9949,27,10.373,0.78,86
16520,64978,1,9949,26,10.6132,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,14229,27,10.9461,0.33,86
16535,64978,1,1281,26,10.8192,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8596,27,11.0773,0.26,86
16448,64978,1,322,27,9.8038,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1933,28,9.9983,0.19,86
16493,64978,1,9949,27,10.373,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,14229,28,10.7059,0.33,86
16536,64978,1,8596,27,11.0773,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,322,28,11.4255,0.35,86
16449,64978,1,1933,28,9.9983,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24343,29,10.3098,0.31,86
16537,64978,1,322,28,11.4255,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,1933,29,11.62,0.19,86
16450,64978,1,24343,29,10.3098,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24342,30,10.8943,0.58,86
16538,64978,1,1933,29,11.62,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24343,30,11.9316,0.31,86
16451,64978,1,24342,30,10.8943,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7941,31,11.1638,0.27,86
16539,64978,1,24343,30,11.9316,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,24342,31,12.5161,0.58,86
16452,64978,1,7941,31,11.1638,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3042,32,11.3688,0.21,86
16540,64978,1,24342,31,12.5161,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,7941,32,12.7855,0.27,86
16453,64978,1,3042,32,11.3688,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,8136,33,11.9988,0.63,86
16541,64978,1,7941,32,12.7855,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,3042,33,12.9905,0.21,86
16454,64978,1,8136,33,11.9988,WEST - 86 SCARBOROUGH towards KENNEDY STATION,3,4194,34,12.612,0.61,86
